Repo_Name,GitHub URL,Total number of UML files,No. of .uml,No. of .xmi,No. of .svg,No. of .png,No. of .jpeg,No. of .bmp,No. of .jpg,No. of .gif,Status,New location
hpsoar/react-ui-demos/,https://github.com/hpsoar/react-ui-demos/,1,0,0,0,1,0,0,0,0,404,
hrsantos/ClassificadosOnline/,https://github.com/hrsantos/ClassificadosOnline/,1,1,0,0,0,0,0,0,0,404,
HS-157/Pelican-docs-fr/,https://github.com/HS-157/Pelican-docs-fr/,1,0,0,0,0,0,0,1,0,404,
hsanchez/proposal/,https://github.com/hsanchez/proposal/,1,0,0,0,1,0,0,0,0,404,
dawguy/CS2340MULE/,https://github.com/dawguy/CS2340MULE/,1,0,0,0,0,0,0,1,0,200,
dawise/dawise.github.io/,https://github.com/dawise/dawise.github.io/,1,0,0,0,1,0,0,0,0,200,
dayanlemos/pedido_mobile/,https://github.com/dayanlemos/pedido_mobile/,1,0,0,0,0,0,0,0,1,200,
hsihohuang/class-diagram-example/,https://github.com/hsihohuang/class-diagram-example/,1,0,0,0,1,0,0,0,0,404,
dazlious/bht-cg1-ss2014-raytracer/,https://github.com/dazlious/bht-cg1-ss2014-raytracer/,1,0,0,0,0,0,0,1,0,301,https://github.com/beuth-mi-bachelor/computergrafik_1-rehfeld
hsihohuang/simple-booking-system/,https://github.com/hsihohuang/simple-booking-system/,1,0,0,0,0,0,0,1,0,404,
dba0010/Activiti-Api/,https://github.com/dba0010/Activiti-Api/,1,0,0,0,0,0,0,1,0,200,
dblixt/2DV512/,https://github.com/dblixt/2DV512/,1,0,0,0,1,0,0,0,0,200,
dbremner/ulib-win/,https://github.com/dbremner/ulib-win/,1,0,0,0,1,0,0,0,0,200,
DBrianKimmel/PyHouse/,https://github.com/DBrianKimmel/PyHouse/,1,0,1,0,0,0,0,0,0,200,
dbsigurd/todo/,https://github.com/dbsigurd/todo/,1,0,0,0,1,0,0,0,0,200,
ht10vn/yFiles/,https://github.com/ht10vn/yFiles/,1,0,0,0,0,0,0,1,0,404,
dcfrederique/VOP2015/,https://github.com/dcfrederique/VOP2015/,1,0,0,0,1,0,0,0,0,200,
dck/SourceAnalyzer/,https://github.com/dck/SourceAnalyzer/,1,0,0,0,1,0,0,0,0,200,
dcornette/CAR-RMI/,https://github.com/dcornette/CAR-RMI/,1,0,0,1,0,0,0,0,0,200,
dcornette/TAC-cobra/,https://github.com/dcornette/TAC-cobra/,1,0,0,0,0,1,0,0,0,200,
dddvision/functionalnavigation/,https://github.com/dddvision/functionalnavigation/,1,0,0,0,1,0,0,0,0,200,
ddenhart/Inst-4rch/,https://github.com/ddenhart/Inst-4rch/,1,0,0,0,0,0,0,1,0,200,
ddmendes/SCC0266/,https://github.com/ddmendes/SCC0266/,1,0,0,0,1,0,0,0,0,200,
ddomjani/sudoapt-get/,https://github.com/ddomjani/sudoapt-get/,1,0,0,0,0,0,0,1,0,200,
DDSjmGupo1/MacoWins/,https://github.com/DDSjmGupo1/MacoWins/,1,0,0,0,1,0,0,0,0,200,
DDuarte/feup-sdis-dist_backup/,https://github.com/DDuarte/feup-sdis-dist_backup/,1,0,0,0,1,0,0,0,0,200,
deadkitty/Mobile-Computing/,https://github.com/deadkitty/Mobile-Computing/,1,0,0,0,0,0,0,1,0,200,
deaguiar/Kiosk/,https://github.com/deaguiar/Kiosk/,1,0,0,0,0,0,0,1,0,200,
deamon-slides/test-driven-development/,https://github.com/deamon-slides/test-driven-development/,1,0,0,0,1,0,0,0,0,200,
Dean177/jumpy-bird-react-demo/,https://github.com/Dean177/jumpy-bird-react-demo/,1,0,0,0,1,0,0,0,0,200,
deanogorman/Our-Bloody-Project/,https://github.com/deanogorman/Our-Bloody-Project/,1,0,0,0,0,0,0,1,0,200,
HugoBex/jquestion/,https://github.com/HugoBex/jquestion/,1,0,0,0,1,0,0,0,0,404,
deanwampler/Presentations/,https://github.com/deanwampler/Presentations/,1,0,0,0,1,0,0,0,0,200,
deanzaka/seminar-skripsi/,https://github.com/deanzaka/seminar-skripsi/,1,0,0,0,1,0,0,0,0,200,
hugolapointe/ShapesClientsApplication/,https://github.com/hugolapointe/ShapesClientsApplication/,1,0,0,0,0,0,0,1,0,404,
debabratahazra/OptimaLA/,https://github.com/debabratahazra/OptimaLA/,1,0,1,0,0,0,0,0,0,200,
debanshu/ResearchShareP2P/,https://github.com/debanshu/ResearchShareP2P/,1,0,1,0,0,0,0,0,0,200,
deborsi/deborsi-notes/,https://github.com/deborsi/deborsi-notes/,1,0,0,0,1,0,0,0,0,200,
decapent/Scopa/,https://github.com/decapent/Scopa/,1,0,0,0,1,0,0,0,0,200,
hugz/TAO_Projet/,https://github.com/hugz/TAO_Projet/,1,1,0,0,0,0,0,0,0,404,
decelc-pivotal/microservices-slides/,https://github.com/decelc-pivotal/microservices-slides/,1,0,0,0,1,0,0,0,0,200,
huiwq1990/DeepStudy/,https://github.com/huiwq1990/DeepStudy/,1,0,0,0,1,0,0,0,0,404,
deckeraa/deckeraa.github.com/,https://github.com/deckeraa/deckeraa.github.com/,1,0,0,0,1,0,0,0,0,200,
Deco/sep/,https://github.com/Deco/sep/,1,0,0,0,1,0,0,0,0,200,
decomplecting/blag/,https://github.com/decomplecting/blag/,1,0,0,0,1,0,0,0,0,200,
HumanSourcing/ezcWorkflow/,https://github.com/HumanSourcing/ezcWorkflow/,1,0,0,0,1,0,0,0,0,404,
HumbertoJunior/grupo12/,https://github.com/HumbertoJunior/grupo12/,1,1,0,0,0,0,0,0,0,404,
dedeibel/annoyme/,https://github.com/dedeibel/annoyme/,1,0,1,0,0,0,0,0,0,200,
hunglkuit/GearFit_Security/,https://github.com/hunglkuit/GearFit_Security/,1,0,0,0,1,0,0,0,0,404,
deeflash211/japanes_courses/,https://github.com/deeflash211/japanes_courses/,1,0,0,0,0,0,0,1,0,301,https://github.com/dee211/japanes_courses
hunter0147/hunter0147.github.io/,https://github.com/hunter0147/hunter0147.github.io/,1,0,0,0,1,0,0,0,0,404,
deepak5/JMeter-Test-Scripts/,https://github.com/deepak5/JMeter-Test-Scripts/,1,0,0,0,0,0,0,0,1,200,
deepaksharma36/Java-Assignments/,https://github.com/deepaksharma36/Java-Assignments/,1,0,0,0,0,0,0,1,0,200,
deepikamittal11/mtedone-podam/,https://github.com/deepikamittal11/mtedone-podam/,1,0,0,0,1,0,0,0,0,200,
deepikamittal11/test1/,https://github.com/deepikamittal11/test1/,1,0,0,0,1,0,0,0,0,200,
deepjava/compiler/,https://github.com/deepjava/compiler/,1,0,0,0,1,0,0,0,0,200,
deepubansal/BuildMessenger/,https://github.com/deepubansal/BuildMessenger/,1,0,0,0,0,0,0,1,0,301,https://github.com/deepubansal/BuildMessenger-Python-Whatsapp-JenkinsAPI
Defcoq/Enterprise.Dev.Best.Practices/,https://github.com/Defcoq/Enterprise.Dev.Best.Practices/,1,0,0,0,1,0,0,0,0,200,
defra91/relazione-stage/,https://github.com/defra91/relazione-stage/,1,0,0,0,1,0,0,0,0,200,
DeGokkers/HazenRace/,https://github.com/DeGokkers/HazenRace/,1,0,0,0,1,0,0,0,0,200,
huttotw/group09_hw08/,https://github.com/huttotw/group09_hw08/,1,0,0,0,0,0,0,1,0,404,
deib-polimi/didattica-ing-software/,https://github.com/deib-polimi/didattica-ing-software/,1,0,0,0,1,0,0,0,0,200,
DEKHTIARJonathan/ShapeLearner/,https://github.com/DEKHTIARJonathan/ShapeLearner/,1,0,0,0,1,0,0,0,0,200,
delapuente/presentations/,https://github.com/delapuente/presentations/,1,0,0,0,1,0,0,0,0,200,
huzongyao/Mupen64plus-ae/,https://github.com/huzongyao/Mupen64plus-ae/,1,0,0,0,1,0,0,0,0,404,
HVA500663493/ASE/,https://github.com/HVA500663493/ASE/,1,0,0,0,1,0,0,0,0,404,
delapuente/thedefinitiveguidetofirefoxosdevelopment/,https://github.com/delapuente/thedefinitiveguidetofirefoxosdevelopment/,1,0,0,0,1,0,0,0,0,200,
deleff/gameOfLife/,https://github.com/deleff/gameOfLife/,1,0,0,0,0,0,0,0,1,200,
delian7/partner/,https://github.com/delian7/partner/,1,0,0,0,1,0,0,0,0,200,
hxuhack/OBIR/,https://github.com/hxuhack/OBIR/,1,0,0,0,1,0,0,0,0,404,
delim/mixim-cammac/,https://github.com/delim/mixim-cammac/,1,0,0,0,1,0,0,0,0,200,
delim/TMMAC_allinone/,https://github.com/delim/TMMAC_allinone/,1,0,0,0,1,0,0,0,0,200,
demmy/CS2_Project/,https://github.com/demmy/CS2_Project/,1,0,0,0,0,0,0,1,0,200,
hyemiKim/STUDY_CORE/,https://github.com/hyemiKim/STUDY_CORE/,1,1,0,0,0,0,0,0,0,404,
demo007/mashups4jsf/,https://github.com/demo007/mashups4jsf/,1,0,0,0,1,0,0,0,0,200,
DemocracyClub/candidate_questions/,https://github.com/DemocracyClub/candidate_questions/,1,0,0,0,1,0,0,0,0,200,
hyunu/Observer_Model/,https://github.com/hyunu/Observer_Model/,1,1,0,0,0,0,0,0,0,404,
DemosDemosthenous/testingTravis/,https://github.com/DemosDemosthenous/testingTravis/,1,0,0,0,1,0,0,0,0,200,
demsey15/SZI/,https://github.com/demsey15/SZI/,1,0,0,0,1,0,0,0,0,200,
DenisChatenay/denischatenay.github.io/,https://github.com/DenisChatenay/denischatenay.github.io/,1,0,0,0,1,0,0,0,0,200,
i-maravic/ns-3/,https://github.com/i-maravic/ns-3/,1,0,0,0,1,0,0,0,0,404,
dennisguse/pjsip/,https://github.com/dennisguse/pjsip/,1,0,0,0,1,0,0,0,0,200,
DenQ/books/,https://github.com/DenQ/books/,1,0,0,0,1,0,0,0,0,200,
densl/test/,https://github.com/densl/test/,1,0,0,0,1,0,0,0,0,200,
denvaar/RobotClassLibrary/,https://github.com/denvaar/RobotClassLibrary/,1,0,0,0,0,0,0,1,0,200,
depasqua/comtor/,https://github.com/depasqua/comtor/,1,0,0,0,0,0,0,0,1,200,
iac-isabella/BDD-Dojo/,https://github.com/iac-isabella/BDD-Dojo/,1,0,0,0,1,0,0,0,0,404,
Depter/JRLib/,https://github.com/Depter/JRLib/,1,0,1,0,0,0,0,0,0,200,
derega/educloud-roledb/,https://github.com/derega/educloud-roledb/,1,0,0,0,1,0,0,0,0,200,
derekclark/clean-architecture/,https://github.com/derekclark/clean-architecture/,1,0,0,0,1,0,0,0,0,200,
iamimago/Lab-5/,https://github.com/iamimago/Lab-5/,1,0,0,0,1,0,0,0,0,404,
iamphamduyhung/eFood/,https://github.com/iamphamduyhung/eFood/,1,0,0,0,1,0,0,0,0,404,
derekhiggins/tripleo-docs/,https://github.com/derekhiggins/tripleo-docs/,1,0,0,0,1,0,0,0,0,200,
derekolsson/estructurasHoja2/,https://github.com/derekolsson/estructurasHoja2/,1,0,0,0,1,0,0,0,0,200,
DerNerger/Seminararbeit/,https://github.com/DerNerger/Seminararbeit/,1,0,0,0,1,0,0,0,0,200,
DerNerger/SEProject/,https://github.com/DerNerger/SEProject/,1,0,0,0,1,0,0,0,0,200,
Deryk-Mathew/browser/,https://github.com/Deryk-Mathew/browser/,1,0,0,0,1,0,0,0,0,200,
DesAppGrupof/desapp-grupoF022015-superGol-backend/,https://github.com/DesAppGrupof/desapp-grupoF022015-superGol-backend/,1,0,0,0,0,1,0,0,0,200,
desavera/ZXCC/,https://github.com/desavera/ZXCC/,1,0,0,0,0,0,0,1,0,200,
desenvolvimentoagilcombr/desenvolvimentoagilcombr.github.com/,https://github.com/desenvolvimentoagilcombr/desenvolvimentoagilcombr.github.com/,1,0,0,0,1,0,0,0,0,200,
deshi-prompt/note001_intro/,https://github.com/deshi-prompt/note001_intro/,1,0,0,0,1,0,0,0,0,200,
designbot9000/Burgerator_Android/,https://github.com/designbot9000/Burgerator_Android/,1,0,0,0,0,0,0,1,0,301,https://github.com/970C/Burgerator_Android
despairblue/furry-octo-dangerzone/,https://github.com/despairblue/furry-octo-dangerzone/,1,0,0,0,1,0,0,0,0,200,
destromon/inkings/,https://github.com/destromon/inkings/,1,0,0,1,0,0,0,0,0,200,
DeterDevOpsTryout/Intro/,https://github.com/DeterDevOpsTryout/Intro/,1,0,0,0,1,0,0,0,0,200,
detrout/htsworkflow/,https://github.com/detrout/htsworkflow/,1,0,1,0,0,0,0,0,0,200,
devasia1000/anti_adblock/,https://github.com/devasia1000/anti_adblock/,1,0,0,0,1,0,0,0,0,200,
deveck/Deveck.TAM/,https://github.com/deveck/Deveck.TAM/,1,0,0,0,1,0,0,0,0,200,
develone/zedboard_yocto/,https://github.com/develone/zedboard_yocto/,1,0,0,0,1,0,0,0,0,200,
devkev95/SALEISI/,https://github.com/devkev95/SALEISI/,1,0,0,0,0,0,0,1,0,200,
DevMountain/LifeAndDeath/,https://github.com/DevMountain/LifeAndDeath/,1,0,0,0,0,0,1,0,0,200,
DevMountain/Time-Tracker/,https://github.com/DevMountain/Time-Tracker/,1,0,0,0,0,0,1,0,0,200,
devophp/devophp.github.io/,https://github.com/devophp/devophp.github.io/,1,0,0,1,0,0,0,0,0,200,
deVorteX/Shiny_android_platform_frameworks_base/,https://github.com/deVorteX/Shiny_android_platform_frameworks_base/,1,0,0,0,0,0,0,0,1,200,
DEVSENSE/Phalanger/,https://github.com/DEVSENSE/Phalanger/,1,0,0,0,1,0,0,0,0,200,
DevTeamOne/project-root/,https://github.com/DevTeamOne/project-root/,1,0,0,0,0,0,0,0,1,200,
devtrac/devTrac/,https://github.com/devtrac/devTrac/,1,0,0,0,1,0,0,0,0,200,
dfoley23/InfiniteJumpEngine/,https://github.com/dfoley23/InfiniteJumpEngine/,1,0,1,0,0,0,0,0,0,301,https://github.com/pottedmeat7/InfiniteJumpEngine
dfserrano/legis/,https://github.com/dfserrano/legis/,1,0,0,0,1,0,0,0,0,200,
dgaona/myrepo1/,https://github.com/dgaona/myrepo1/,1,0,0,0,0,0,0,0,1,200,
dgomezunican/multipath-ns3.13/,https://github.com/dgomezunican/multipath-ns3.13/,1,0,0,0,1,0,0,0,0,301,https://github.com/david-gomez-fernandez/multipath-ns3.13
dgomezunican/network-coding-ns3/,https://github.com/dgomezunican/network-coding-ns3/,1,0,0,0,1,0,0,0,0,301,https://github.com/david-gomez-fernandez/network-coding-ns3
dgonsai/game-of-life/,https://github.com/dgonsai/game-of-life/,1,0,0,0,0,0,0,0,1,200,
dgopstein/non-zero-subway/,https://github.com/dgopstein/non-zero-subway/,1,0,0,0,1,0,0,0,0,200,
dgraziotin/dycapo-thesis/,https://github.com/dgraziotin/dycapo-thesis/,1,0,0,0,0,0,0,1,0,200,
dgraziotin/openpomo/,https://github.com/dgraziotin/openpomo/,1,0,0,0,1,0,0,0,0,200,
IDCI-Consulting/ExtraStepBundle/,https://github.com/IDCI-Consulting/ExtraStepBundle/,1,0,1,0,0,0,0,0,0,404,
DGrewal350/Lab1Part4/,https://github.com/DGrewal350/Lab1Part4/,1,0,0,0,0,0,0,1,0,200,
IDCI-Consulting/Run4Fun/,https://github.com/IDCI-Consulting/Run4Fun/,1,0,1,0,0,0,0,0,0,404,
dgs700/angularjs-web-component-development/,https://github.com/dgs700/angularjs-web-component-development/,1,0,0,0,1,0,0,0,0,200,
dhaberst/dhaberst-reflex/,https://github.com/dhaberst/dhaberst-reflex/,1,0,0,0,1,0,0,0,0,200,
dharanikumarp/tsd/,https://github.com/dharanikumarp/tsd/,1,0,0,0,1,0,0,0,0,200,
dhodge1/sportz/,https://github.com/dhodge1/sportz/,1,0,0,0,1,0,0,0,0,200,
dhruvshekhawat/UniBs-State_Machine_Executor-ns3_full/,https://github.com/dhruvshekhawat/UniBs-State_Machine_Executor-ns3_full/,1,0,0,0,1,0,0,0,0,301,https://github.com/dhruvshekhawat/UniBs-Executor
dhumphreys/cfrel/,https://github.com/dhumphreys/cfrel/,1,0,1,0,0,0,0,0,0,200,
di-tran/BlueJ_TA/,https://github.com/di-tran/BlueJ_TA/,1,0,0,0,0,0,0,1,0,200,
idreamind/diploma/,https://github.com/idreamind/diploma/,1,0,0,0,1,0,0,0,0,404,
IdrisMiles/OOPGTest/,https://github.com/IdrisMiles/OOPGTest/,1,0,0,0,1,0,0,0,0,404,
di3goandres/MinmoseSoftwareProyectoCA/,https://github.com/di3goandres/MinmoseSoftwareProyectoCA/,1,0,0,0,1,0,0,0,0,200,
dialex/JCDP/,https://github.com/dialex/JCDP/,1,0,0,0,1,0,0,0,0,301,https://github.com/dialex/JColor
dianmelisa/StrukturDataJTE2015/,https://github.com/dianmelisa/StrukturDataJTE2015/,1,0,0,0,1,0,0,0,0,200,
diasnicolas/TCC/,https://github.com/diasnicolas/TCC/,1,0,0,0,1,0,0,0,0,200,
dibanezalegria/Java/,https://github.com/dibanezalegria/Java/,1,0,0,0,1,0,0,0,0,200,
IesBrazil/SisProv2.0/,https://github.com/IesBrazil/SisProv2.0/,1,1,0,0,0,0,0,0,0,404,
diblaze/Prog_2/,https://github.com/diblaze/Prog_2/,1,0,0,0,1,0,0,0,0,200,
ifeSubs/master/,https://github.com/ifeSubs/master/,1,1,0,0,0,0,0,0,0,404,
didjoman/CAWEB_Project/,https://github.com/didjoman/CAWEB_Project/,1,0,0,0,1,0,0,0,0,200,
Didweb/Fac/,https://github.com/Didweb/Fac/,1,0,0,0,0,0,0,1,0,200,
diego-fernandez-santos/test/,https://github.com/diego-fernandez-santos/test/,1,0,0,0,1,0,0,0,0,200,
diego04/cmput410-project/,https://github.com/diego04/cmput410-project/,1,0,0,0,1,0,0,0,0,301,https://github.com/kevindeasis/cmput410-project
diego25061/TF-Diseno-de-software/,https://github.com/diego25061/TF-Diseno-de-software/,1,0,0,0,1,0,0,0,0,200,
Diego82/Cineate/,https://github.com/Diego82/Cineate/,1,0,0,0,1,0,0,0,0,200,
Diego82/POO2/,https://github.com/Diego82/POO2/,1,0,0,0,1,0,0,0,0,200,
diegobechi/documentation-sige/,https://github.com/diegobechi/documentation-sige/,1,0,0,0,1,0,0,0,0,200,
diegomfloripa/CleanParse/,https://github.com/diegomfloripa/CleanParse/,1,0,0,0,1,0,0,0,0,200,
diegomtzb/AppBazurtoMusic/,https://github.com/diegomtzb/AppBazurtoMusic/,1,0,0,0,0,0,0,1,0,200,
diegosch21/examenes-medic/,https://github.com/diegosch21/examenes-medic/,1,0,0,0,0,0,0,1,0,200,
diegovidal4/test-techk/,https://github.com/diegovidal4/test-techk/,1,0,0,0,1,0,0,0,0,200,
diepdtnse03145/HSS/,https://github.com/diepdtnse03145/HSS/,1,0,0,0,1,0,0,0,0,200,
diethardsteiner/diethardsteiner.github.io/,https://github.com/diethardsteiner/diethardsteiner.github.io/,1,0,0,0,1,0,0,0,0,200,
Igorbes/Practice-4/,https://github.com/Igorbes/Practice-4/,1,0,0,0,1,0,0,0,0,404,
diffpy/diffpy.srfit/,https://github.com/diffpy/diffpy.srfit/,1,0,0,0,1,0,0,0,0,200,
igorcompuff/ns3-ddsa/,https://github.com/igorcompuff/ns3-ddsa/,1,0,0,0,1,0,0,0,0,404,
Igorek2312/tcp-chat/,https://github.com/Igorek2312/tcp-chat/,1,0,0,0,1,0,0,0,0,404,
digital10111/CBF/,https://github.com/digital10111/CBF/,1,0,0,0,0,0,0,1,0,200,
IgorMakarenko/algorithms/,https://github.com/IgorMakarenko/algorithms/,1,1,0,0,0,0,0,0,0,404,
igormoura/projeto_empresa/,https://github.com/igormoura/projeto_empresa/,1,0,0,0,1,0,0,0,0,404,
digonalmeida/matchmaker/,https://github.com/digonalmeida/matchmaker/,1,0,0,0,1,0,0,0,0,200,
DiMesq/Projeto-PO/,https://github.com/DiMesq/Projeto-PO/,1,0,0,0,1,0,0,0,0,301,https://github.com/dmesq/Projeto-PO
DimitarDKirov/Forum-Paulo-Coelho/,https://github.com/DimitarDKirov/Forum-Paulo-Coelho/,1,0,0,0,1,0,0,0,0,200,
DimitarSD/Teamwork-Elderberry/,https://github.com/DimitarSD/Teamwork-Elderberry/,1,0,0,0,1,0,0,0,0,200,
diN0bot/ProcrasDonate/,https://github.com/diN0bot/ProcrasDonate/,1,0,0,0,1,0,0,0,0,200,
igtss/interface_www/,https://github.com/igtss/interface_www/,1,0,0,0,1,0,0,0,0,404,
dinavu/Project/,https://github.com/dinavu/Project/,1,0,0,0,1,0,0,0,0,200,
dingkailiang/BuzzerGame/,https://github.com/dingkailiang/BuzzerGame/,1,0,0,0,1,0,0,0,0,200,
dinhtrung/bootstrap3-scss/,https://github.com/dinhtrung/bootstrap3-scss/,1,0,0,0,1,0,0,0,0,200,
ihubacher/DREAMS/,https://github.com/ihubacher/DREAMS/,1,0,0,0,1,0,0,0,0,404,
dinhtrung/dp7vi/,https://github.com/dinhtrung/dp7vi/,1,0,0,0,1,0,0,0,0,200,
iidigital/idigitaler/,https://github.com/iidigital/idigitaler/,1,1,0,0,0,0,0,0,0,404,
dininski/Telerik-Academy/,https://github.com/dininski/Telerik-Academy/,1,0,0,0,0,0,0,0,1,200,
Dino89/SE_Project/,https://github.com/Dino89/SE_Project/,1,0,0,0,0,0,0,1,0,200,
Dinty0/Projet_LecteurMultimedia/,https://github.com/Dinty0/Projet_LecteurMultimedia/,1,0,0,0,1,0,0,0,0,200,
Diogo-Ferreira/java-pacman/,https://github.com/Diogo-Ferreira/java-pacman/,1,0,0,0,1,0,0,0,0,200,
diogocs1/comps/,https://github.com/diogocs1/comps/,1,0,0,0,1,0,0,0,0,200,
diogowanz/investigaBDs/,https://github.com/diogowanz/investigaBDs/,1,0,0,0,0,0,0,1,0,200,
DionisiusMayr/WeatherViewer/,https://github.com/DionisiusMayr/WeatherViewer/,1,0,0,0,0,0,0,1,0,200,
DionnV/Getitinbro/,https://github.com/DionnV/Getitinbro/,1,0,0,0,1,0,0,0,0,200,
iL3f/DB_parking/,https://github.com/iL3f/DB_parking/,1,0,0,0,1,0,0,0,0,404,
dionusos/locodroid/,https://github.com/dionusos/locodroid/,1,0,0,0,0,0,0,1,0,200,
dionwang88/cs542database/,https://github.com/dionwang88/cs542database/,1,0,0,0,1,0,0,0,0,200,
diraol/PNUD-2015-000042-00/,https://github.com/diraol/PNUD-2015-000042-00/,1,0,0,1,0,0,0,0,0,200,
ili2db/ili2db/,https://github.com/ili2db/ili2db/,1,1,0,0,0,0,0,0,0,404,
discos/basie/,https://github.com/discos/basie/,1,0,0,0,0,0,0,1,0,200,
disjunction/uman/,https://github.com/disjunction/uman/,1,0,0,0,1,0,0,0,0,200,
iliasfotopoulos/Thesis/,https://github.com/iliasfotopoulos/Thesis/,1,0,0,0,1,0,0,0,0,404,
Dissem/Rating-App/,https://github.com/Dissem/Rating-App/,1,0,0,0,1,0,0,0,0,200,
iliyawys/iwys/,https://github.com/iliyawys/iwys/,1,0,0,0,0,0,0,1,0,404,
dissemin/dissemin/,https://github.com/dissemin/dissemin/,1,0,0,1,0,0,0,0,0,200,
illenko/Project-Managment-System/,https://github.com/illenko/Project-Managment-System/,1,1,0,0,0,0,0,0,0,404,
DistributedSystemsGroup/sparksql-server/,https://github.com/DistributedSystemsGroup/sparksql-server/,1,0,0,0,0,0,0,1,0,200,
Distrotech/docutils/,https://github.com/Distrotech/docutils/,1,0,0,0,1,0,0,0,0,200,
Distrotech/nmap/,https://github.com/Distrotech/nmap/,1,0,0,0,1,0,0,0,0,200,
Distrotech/qtsystems/,https://github.com/Distrotech/qtsystems/,1,0,0,0,1,0,0,0,0,200,
dita-ot/ext-plugins/,https://github.com/dita-ot/ext-plugins/,1,0,0,0,1,0,0,0,0,200,
Divoo/AWATester/,https://github.com/Divoo/AWATester/,1,0,0,0,0,0,0,1,0,301,https://github.com/mmayla/AWATester
ilya40umov/social-mongo-spring-data/,https://github.com/ilya40umov/social-mongo-spring-data/,1,1,0,0,0,0,0,0,0,404,
ilyazub/e-learning/,https://github.com/ilyazub/e-learning/,1,1,0,0,0,0,0,0,0,404,
Ilyes-Hammadi/IDK/,https://github.com/Ilyes-Hammadi/IDK/,1,1,0,0,0,0,0,0,0,404,
imadhy/hADL/,https://github.com/imadhy/hADL/,1,0,1,0,0,0,0,0,0,404,
divtopia/namext/,https://github.com/divtopia/namext/,1,0,0,0,1,0,0,0,0,200,
imarcu/Library/,https://github.com/imarcu/Library/,1,1,0,0,0,0,0,0,0,404,
divya-webonise/Webonator-Assignments/,https://github.com/divya-webonise/Webonator-Assignments/,1,0,0,0,1,0,0,0,0,200,
DiyanTonchev/SoftUni/,https://github.com/DiyanTonchev/SoftUni/,1,0,0,0,1,0,0,0,0,200,
Djaa9/SMAP_ThemeProject_Rapport/,https://github.com/Djaa9/SMAP_ThemeProject_Rapport/,1,0,0,0,1,0,0,0,0,200,
djat/suprabrowser/,https://github.com/djat/suprabrowser/,1,0,0,0,1,0,0,0,0,200,
DJchopstix13/In2Indie/,https://github.com/DJchopstix13/In2Indie/,1,0,0,0,1,0,0,0,0,200,
IMFUZZ/Remise_finale_programmation_objet/,https://github.com/IMFUZZ/Remise_finale_programmation_objet/,1,0,0,0,1,0,0,0,0,404,
djcldns/Piwik-openshift-quickstart/,https://github.com/djcldns/Piwik-openshift-quickstart/,1,0,0,0,0,0,0,1,0,301,https://github.com/cadjai/Piwik-openshift-quickstart
djenitoo/Team_Necropolis_OOP_2015/,https://github.com/djenitoo/Team_Necropolis_OOP_2015/,1,0,0,0,1,0,0,0,0,200,
djovanovic/jakarta-jmeter-2.5.1_src/,https://github.com/djovanovic/jakarta-jmeter-2.5.1_src/,1,0,0,0,0,0,0,0,1,200,
DjPasco/Mag/,https://github.com/DjPasco/Mag/,1,0,0,0,0,0,0,1,0,200,
dkadio/C2C/,https://github.com/dkadio/C2C/,1,0,0,0,0,0,0,1,0,200,
dkartaschew/anonymous-solarenergy/,https://github.com/dkartaschew/anonymous-solarenergy/,1,0,0,0,0,0,0,1,0,200,
imifos/eid-applet/,https://github.com/imifos/eid-applet/,1,0,0,0,1,0,0,0,0,404,
imilk/imilk.github.io/,https://github.com/imilk/imilk.github.io/,1,0,0,0,1,0,0,0,0,404,
IMIO/Products.directory/,https://github.com/IMIO/Products.directory/,1,0,1,0,0,0,0,0,0,404,
dkharinBorlas/TestBPELThreads/,https://github.com/dkharinBorlas/TestBPELThreads/,1,0,0,0,0,0,0,1,0,200,
dkharrat/dkharrat.github.io/,https://github.com/dkharrat/dkharrat.github.io/,1,0,0,0,0,0,0,0,1,200,
dkimnguyen/chefUni/,https://github.com/dkimnguyen/chefUni/,1,0,0,0,0,0,0,1,0,200,
dkloz/dkloz.github.io/,https://github.com/dkloz/dkloz.github.io/,1,0,0,0,0,0,0,1,0,200,
dktrotti/CMPUT301Assignment1/,https://github.com/dktrotti/CMPUT301Assignment1/,1,0,0,0,1,0,0,0,0,200,
dktshiany/rapidj/,https://github.com/dktshiany/rapidj/,1,0,0,0,1,0,0,0,0,200,
dkyang/dkyang.github.io/,https://github.com/dkyang/dkyang.github.io/,1,0,0,0,0,0,0,0,1,200,
dlcksdud3579/RefriSecurity/,https://github.com/dlcksdud3579/RefriSecurity/,1,0,0,0,0,0,0,1,0,200,
dle79/ASD/,https://github.com/dle79/ASD/,1,0,0,0,0,0,0,1,0,200,
dle79/LibraryMgt/,https://github.com/dle79/LibraryMgt/,1,0,0,0,0,0,0,1,0,200,
IMRinat/gastro/,https://github.com/IMRinat/gastro/,1,0,0,0,1,0,0,0,0,404,
IMRinat/gastro3/,https://github.com/IMRinat/gastro3/,1,0,0,0,1,0,0,0,0,404,
dlid/nuffsaid-mvc/,https://github.com/dlid/nuffsaid-mvc/,1,0,0,0,1,0,0,0,0,200,
imscaradh/srs/,https://github.com/imscaradh/srs/,1,0,0,0,1,0,0,0,0,404,
imsizon/techstudy/,https://github.com/imsizon/techstudy/,1,0,0,0,0,0,0,1,0,404,
dlink/vpics/,https://github.com/dlink/vpics/,1,0,0,0,1,0,0,0,0,200,
